x,y,z,A,B,C
1149.35,81.5039,774.937,-2.97693,-0.253565,1.57597
1149.27,82.1584,774.818,-2.97717,-0.252878,1.57588
1149.21,82.8755,774.789,-2.97691,-0.253505,1.57597
1149.18,83.5077,774.791,-2.97678,-0.253863,1.57606
1149.2,84.1243,774.792,-2.97696,-0.253462,1.57601
1149.23,84.7963,774.76,-2.97687,-0.253236,1.57587
1149.42,86.0091,774.679,-2.97691,-0.253823,1.57592
1149.38,86.6304,774.698,-2.97723,-0.25361,1.57611
1149.47,87.3996,774.703,-2.97712,-0.253466,1.57589
1149.44,88.0759,774.648,-2.97712,-0.253864,1.57605
1149.39,88.7257,774.653,-2.9771,-0.254121,1.57596
1149.33,89.2149,774.858,-2.97704,-0.253571,1.576
1149.35,92.0966,774.756,-2.97702,-0.254006,1.57602
1149.36,93.4257,774.752,-2.97725,-0.253735,1.57606
1149.5,95.0033,774.68,-2.97713,-0.254021,1.57594
1149.6,97.7721,774.72,-2.97715,-0.253769,1.57606
1149.64,98.869,774.737,-2.97704,-0.25361,1.57624
1149.6,99.0839,774.802,-2.97719,-0.253504,1.57611
1149.56,100.68,774.971,-2.97732,-0.25339,1.57584
1149.55,101.051,774.963,-2.97702,-0.253275,1.57606
1149.57,101.497,774.859,-2.97746,-0.253534,1.57573
1149.42,101.986,774.94,-2.97725,-0.25407,1.57606
1149.43,102.684,774.97,-2.97742,-0.253709,1.57592
1149.34,105.768,774.867,-2.97755,-0.253644,1.57604
1149.33,106.9,774.972,-2.97744,-0.254072,1.57601
1149.24,110.012,775.012,-2.97744,-0.253578,1.57606
1149.24,110.867,775.021,-2.9776,-0.253994,1.57587
1149.4,112.007,774.977,-2.97722,-0.253539,1.57595
1149.38,112.26,774.95,-2.97735,-0.253993,1.57598
1149.37,112.98,774.965,-2.97733,-0.254142,1.57594
1149.44,113.654,774.952,-2.97718,-0.253647,1.57607
1149.48,114.292,774.912,-2.97745,-0.254085,1.57598
1149.46,115.191,774.948,-2.97743,-0.254007,1.57608
1149.42,115.819,774.981,-2.97767,-0.253745,1.57605
1149.42,116.464,774.992,-2.97715,-0.253881,1.57618
1149.41,117.137,775.04,-2.97738,-0.254028,1.57611
1149.43,117.982,774.979,-2.97704,-0.253503,1.57622
1149.37,118.644,774.99,-2.97747,-0.254065,1.57611
1149.38,119.083,775.04,-2.97748,-0.253609,1.57607
1149.42,120.831,775.017,-2.97708,-0.253922,1.57603
1149.56,121.445,774.948,-2.97729,-0.254025,1.5761
1149.62,122.053,774.909,-2.97741,-0.25368,1.57621
1149.65,122.707,774.902,-2.97733,-0.254031,1.57622
