x,y,z,A,B,C
379.802,-369.093,-1767.67,3.05315,-1.40246,3.03383
379.572,-369.089,-1769.19,3.05053,-1.40231,3.03115
379.459,-369.136,-1769.69,3.05321,-1.40261,3.03415
379.657,-369.128,-1770.51,3.05212,-1.40291,3.03315
379.589,-369.092,-1771.53,3.0527,-1.40218,3.03329
379.584,-369.123,-1772.06,3.0535,-1.40268,3.03443
379.566,-369.17,-1772.7,3.05254,-1.40207,3.03341
379.508,-369.219,-1773.29,3.05233,-1.40276,3.0333
379.5,-369.238,-1774.25,3.05402,-1.40255,3.03495
379.433,-369.22,-1774.93,3.05513,-1.40248,3.03605
379.282,-369.228,-1775.75,3.05237,-1.40258,3.03342
379.203,-369.244,-1776.44,3.05191,-1.4025,3.03284
379.094,-369.297,-1777.12,3.05254,-1.40253,3.03352
378.985,-369.305,-1777.9,3.05378,-1.40303,3.03482
378.885,-369.221,-1778.61,3.05244,-1.40257,3.03343
378.797,-369.167,-1779.19,3.05255,-1.40285,3.03366
378.701,-369.2,-1779.9,3.05144,-1.40266,3.0325
378.595,-369.172,-1780.69,3.05337,-1.40245,3.03418
378.497,-369.189,-1781.29,3.05408,-1.40276,3.03506
378.414,-369.162,-1781.95,3.05397,-1.40244,3.03476
378.505,-369.114,-1782.58,3.05195,-1.40264,3.03286
378.472,-369.277,-1784.23,3.05364,-1.40281,3.03453
378.259,-369.27,-1785.85,3.05589,-1.40291,3.03685
378.079,-369.254,-1787.59,3.05184,-1.40298,3.03289
377.908,-369.323,-1788.77,3.0562,-1.40274,3.03712
377.766,-369.197,-1789.93,3.05275,-1.40279,3.03385
377.766,-369.197,-1789.93,3.05275,-1.40279,3.03385
377.046,-369.451,-1799.75,3.05325,-1.40293,3.0344
376.385,-369.322,-1804.31,3.05191,-1.4029,3.03295
376.421,-369.399,-1805.41,3.05098,-1.4029,3.03222
376.279,-369.413,-1808.61,3.05351,-1.40279,3.03461
376.23,-369.418,-1809.48,3.0514,-1.40274,3.03243
375.816,-369.56,-1814.16,3.05375,-1.40285,3.03474
375.732,-369.487,-1814.47,3.05235,-1.40259,3.03349
375.645,-369.504,-1814.62,3.04935,-1.40303,3.03061
375.344,-369.599,-1817.09,3.05448,-1.40271,3.03565
374.907,-369.45,-1819.52,3.05135,-1.4028,3.03255
374.859,-369.384,-1819.93,3.04798,-1.40271,3.02917
