x,y,z,A,B,C
353.717,-557.752,-1628.89,1.58662,0.0100474,-1.44445
353.701,-557.735,-1628.95,1.5866,0.00980032,-1.4444
353.673,-557.735,-1628.93,1.58656,0.00979358,-1.44436
353.679,-557.745,-1628.94,1.58656,0.00990884,-1.44436
353.672,-557.736,-1628.96,1.58658,0.00995018,-1.44434
353.604,-557.692,-1628.92,1.58665,0.00991871,-1.44432
353.575,-557.698,-1628.93,1.5865,0.00983621,-1.44429
353.564,-557.736,-1629.04,1.58658,0.00985681,-1.44428
353.434,-557.684,-1629.1,1.58669,0.00992964,-1.44439
353.716,-557.763,-1629.01,1.58671,0.00965876,-1.44425
353.597,-557.64,-1628.84,1.58675,0.00968807,-1.44414
353.614,-557.743,-1628.94,1.58679,0.0096707,-1.4441
353.637,-557.757,-1628.94,1.58677,0.00963029,-1.44414
353.689,-557.778,-1628.96,1.58678,0.00954857,-1.44412
353.696,-557.786,-1628.96,1.5868,0.00960104,-1.4442
353.839,-557.858,-1629.14,1.58679,0.00948428,-1.44411
353.835,-557.863,-1629.14,1.58677,0.00960064,-1.44406
353.877,-557.81,-1629.02,1.58679,0.00947381,-1.44417
353.879,-557.826,-1629.02,1.58679,0.00947862,-1.4441
353.892,-557.832,-1629.01,1.58678,0.00946367,-1.4441
353.869,-557.81,-1629.04,1.58678,0.0093805,-1.44417
353.908,-557.819,-1629.04,1.58681,0.00956287,-1.44417
353.938,-557.82,-1629.05,1.58675,0.00946005,-1.44418
353.905,-557.818,-1629.05,1.58679,0.00952341,-1.44405
353.933,-557.841,-1629.05,1.58683,0.00956381,-1.44418
353.871,-557.855,-1629.05,1.58676,0.00940325,-1.44406
353.901,-557.871,-1629.05,1.58679,0.0094596,-1.44408
353.912,-557.869,-1629.05,1.58681,0.00936544,-1.44407
353.783,-557.939,-1629.17,1.58681,0.00945522,-1.44401
353.663,-557.932,-1629.12,1.58676,0.0095468,-1.44405
353.66,-557.965,-1629.13,1.58683,0.00962711,-1.4441
353.625,-557.97,-1629.15,1.58677,0.00951026,-1.44408
353.636,-557.936,-1629.15,1.58676,0.00965145,-1.44404
353.636,-557.948,-1629.16,1.58677,0.00951406,-1.44407
353.626,-557.962,-1629.16,1.58676,0.00949095,-1.44407
353.769,-557.979,-1629.3,1.58677,0.00954716,-1.44398
353.77,-557.994,-1629.31,1.58687,0.00950738,-1.44409
353.828,-557.966,-1629.39,1.58687,0.00958589,-1.44398
353.841,-557.965,-1629.4,1.58684,0.00940522,-1.44397
